"","top.profits.1","top.profits.2","top.profits.3"
"1",6204.7397540223,9557.97213524362,887.64481423522
"2",14136.2978623438,7816.96695677709,3220.4785109044
"3",5579.13638357797,7105.59395899026,-1842.46697049052
"4",4582.19951829206,8815.48918167021,1023.4726173949
"5",-4975.38102404065,3626.6873120352,4083.07557152686
"6",7442.7775671175,-643.767609475313,-3162.49383390415
"7",-9371.9872218352,-13535.7429611391,419.18086207815
"8",2616.47587490176,2111.90813232908,328.970157853411
"9",4108.84374250535,13748.5574704909,2819.424018873
"10",1073.91138489436,5808.62085647275,-212.404360278781
"11",12484.0628895494,14916.3157474087,1964.652304146
"12",8047.7894244204,1533.80864576393,-2374.91287057462
"13",10524.3010914264,9330.11943599355,81.0293232189433
"14",-6886.51366822388,14121.9863634639,10004.4171426256
"15",6910.17577511155,2727.75218573609,-5471.14908267321
"16",-7887.51283556885,-1470.69308121561,4053.7294522708
"17",7211.8830945057,5878.42392936918,8867.37161330938
"18",-10091.5890512272,8346.59308800358,-4545.30998545498
"19",5424.03119160408,644.340524428421,6670.96266133996
"20",38.6816259485613,-160.548294645414,3791.59470775795
"21",6697.31156755818,15182.185351608,12857.8210332511
"22",8222.13765758096,7363.13079578708,2531.97386028845
"23",18080.2436020926,10467.5298810036,90.0127126454663
